#"geneId","sample","tissue","score"
"ENSG00000141736.13","GTEX-1JKYN-1226-SM-CGQG8","adiposeSubcut","12.16"
"ENSG00000141736.13","GTEX-1JK1U-2126-SM-CNPOU","adiposeSubcut","23.95"
"ENSG00000141736.13","GTEX-1JJEA-0226-SM-COH2X","adiposeSubcut","39.08"
"ENSG00000141736.13","GTEX-1JJE9-1226-SM-CNPOI","adiposeSubcut","12.54"
"ENSG00000141736.13","GTEX-1JJ6O-0226-SM-E6CI9","adiposeSubcut","9.932"
"ENSG00000141736.13","GTEX-1J8QM-2326-SM-CYPSL","adiposeSubcut","6.434"
"ENSG00000141736.13","GTEX-1J8Q3-1526-SM-CMKGB","adiposeSubcut","30.9"
"ENSG00000141736.13","GTEX-1J8JJ-0326-SM-CMKG6","adiposeSubcut","41.67"
"ENSG00000141736.13","GTEX-1J8EW-0226-SM-CYPSW","adiposeSubcut","17.9"
"ENSG00000141736.13","GTEX-1J1R8-2226-SM-ARZMP","adiposeSubcut","16.93"
"ENSG00000141736.13","GTEX-1J1OQ-0326-SM-CYPTJ","adiposeSubcut","8.388"
"ENSG00000141736.13","GTEX-1IY9M-0226-SM-CMKHP","adiposeSubcut","24.12"
"ENSG00000141736.13","GTEX-1IOXB-0226-SM-CMKHY","adiposeSubcut","14.61"
"ENSG00000141736.13","GTEX-1IL2V-0226-SM-CMKI2","adiposeSubcut","24.49"
"ENSG00000141736.13","GTEX-1IL2U-0326-SM-CE6T9","adiposeSubcut","41.99"
"ENSG00000141736.13","GTEX-1IKK5-0526-SM-CMKGG","adiposeSubcut","14.9"
"ENSG00000141736.13","GTEX-1IKJJ-0226-SM-COH3T","adiposeSubcut","24.31"
"ENSG00000141736.13","GTEX-1IGQW-0226-SM-COH43","adiposeSubcut","13.49"
"ENSG00000141736.13","GTEX-1IE54-0226-SM-CMKHX","adiposeSubcut","11.76"
"ENSG00000141736.13","GTEX-1IDJU-2526-SM-CMKGF","adiposeSubcut","9.331"
"ENSG00000141736.13","GTEX-1IDJF-0226-SM-CMKGE","adiposeSubcut","11.3"
"ENSG00000141736.13","GTEX-1IDJD-1226-SM-CM2TP","adiposeSubcut","29.24"
"ENSG00000141736.13","GTEX-1IDFM-0226-SM-CMKFX","adiposeSubcut","9.573"
"ENSG00000141736.13","GTEX-1ICLZ-0226-SM-CKZPP","adiposeSubcut","20.02"
"ENSG00000141736.13","GTEX-1ICLY-0226-SM-ARL7R","adiposeSubcut","9.831"
"ENSG00000141736.13","GTEX-1ICG6-2626-SM-CGQG1","adiposeSubcut","12.83"
"ENSG00000141736.13","GTEX-1I6K7-0226-SM-CJI46","adiposeSubcut","13.53"
"ENSG00000141736.13","GTEX-1I6K6-0226-SM-ADEID","adiposeSubcut","14.91"
"ENSG00000141736.13","GTEX-1I4MK-2026-SM-B2LVR","adiposeSubcut","9.61"
"ENSG00000141736.13","GTEX-1I1HK-0226-SM-COH4A","adiposeSubcut","37.44"
"ENSG00000141736.13","GTEX-1I1GV-0426-SM-ARZLX","adiposeSubcut","50.2"
"ENSG00000141736.13","GTEX-1I1GU-2326-SM-CGQFB","adiposeSubcut","9.154"
"ENSG00000141736.13","GTEX-1I1GT-0526-SM-CGQEQ","adiposeSubcut","11.16"
"ENSG00000141736.13","GTEX-1I1GS-0226-SM-B2LVX","adiposeSubcut","14.54"
"ENSG00000141736.13","GTEX-1I1GR-0226-SM-CMKHQ","adiposeSubcut","11.95"
"ENSG00000141736.13","GTEX-1I1GQ-0226-SM-COH3I","adiposeSubcut","19.9"
"ENSG00000141736.13","GTEX-1I1GP-2326-SM-CGQFL","adiposeSubcut","12.26"
"ENSG00000141736.13","GTEX-1I1CD-0226-SM-CM2TL","adiposeSubcut","11.92"
"ENSG00000141736.13","GTEX-1I19N-0426-SM-ACKVY","adiposeSubcut","22.15"
"ENSG00000141736.13","GTEX-1HUB1-0326-SM-A9SKQ","adiposeSubcut","22.97"
"ENSG00000141736.13","GTEX-1HT8W-0226-SM-CMKGT","adiposeSubcut","28.4"
"ENSG00000141736.13","GTEX-1HSMQ-1426-SM-ADEHT","adiposeSubcut","33.36"
"ENSG00000141736.13","GTEX-1HSMP-0226-SM-CGQFI","adiposeSubcut","19.39"
"ENSG00000141736.13","GTEX-1HSMO-0226-SM-CGQEZ","adiposeSubcut","9.16"
"ENSG00000141736.13","GTEX-1HSKV-0326-SM-ADEJC","adiposeSubcut","17.72"
"ENSG00000141736.13","GTEX-1HSGN-0126-SM-CGQFU","adiposeSubcut","11.54"
"ENSG00000141736.13","GTEX-1HSEH-0226-SM-ACKVV","adiposeSubcut","18.23"
"ENSG00000141736.13","GTEX-1HR9M-0226-SM-COH3E","adiposeSubcut","15.77"
"ENSG00000141736.13","GTEX-1HR98-0226-SM-CGQEK","adiposeSubcut","16.55"
"ENSG00000141736.13","GTEX-1HGF4-2526-SM-ADEIZ","adiposeSubcut","25.75"
"ENSG00000141736.13","GTEX-1HFI7-2026-SM-CGQFR","adiposeSubcut","9.475"
"ENSG00000141736.13","GTEX-1HFI6-0326-SM-ADEI5","adiposeSubcut","29.8"
"ENSG00000141736.13","GTEX-1HCVE-0226-SM-CGQEV","adiposeSubcut","10.03"
"ENSG00000141736.13","GTEX-1HCUA-2226-SM-ADEHF","adiposeSubcut","14.9"
"ENSG00000141736.13","GTEX-1HCU8-0726-SM-ADEIR","adiposeSubcut","8.171"
"ENSG00000141736.13","GTEX-1HCU7-0326-SM-CMKGI","adiposeSubcut","16.08"
"ENSG00000141736.13","GTEX-1HCU6-0226-SM-CGQES","adiposeSubcut","6.669"
"ENSG00000141736.13","GTEX-1HBPM-0326-SM-CMKGR","adiposeSubcut","8.623"
"ENSG00000141736.13","GTEX-1HBPI-1426-SM-B2LW7","adiposeSubcut","12.31"
"ENSG00000141736.13","GTEX-1HBPH-0526-SM-9YFMN","adiposeSubcut","17.54"
"ENSG00000141736.13","GTEX-1HB9E-0426-SM-CNPPV","adiposeSubcut","13.27"
"ENSG00000141736.13","GTEX-1H4P4-0226-SM-9YFKT","adiposeSubcut","21.95"
"ENSG00000141736.13","GTEX-1H3VY-0226-SM-9YFMF","adiposeSubcut","20.35"
"ENSG00000141736.13","GTEX-1H3VE-0226-SM-9WYST","adiposeSubcut","10.32"
"ENSG00000141736.13","GTEX-1H3O1-0526-SM-9MQLS","adiposeSubcut","17.64"
"ENSG00000141736.13","GTEX-1H2FU-0226-SM-9YFKO","adiposeSubcut","10.01"
"ENSG00000141736.13","GTEX-1H23P-0226-SM-9YFLO","adiposeSubcut","8.074"
"ENSG00000141736.13","GTEX-1H1ZS-0526-SM-9WG5L","adiposeSubcut","12.03"
"ENSG00000141736.13","GTEX-1H1E6-2026-SM-9KNVK","adiposeSubcut","15.55"
"ENSG00000141736.13","GTEX-1H1DF-0226-SM-ARL9A","adiposeSubcut","9.332"
"ENSG00000141736.13","GTEX-1H1DE-2026-SM-9WG6Q","adiposeSubcut","10"
"ENSG00000141736.13","GTEX-1H1CY-2626-SM-9MQKJ","adiposeSubcut","19.73"
"ENSG00000141736.13","GTEX-1GZ4I-0226-SM-7RHHO","adiposeSubcut","11.82"
"ENSG00000141736.13","GTEX-1GZ4H-1826-SM-9MQLE","adiposeSubcut","46.97"
"ENSG00000141736.13","GTEX-1GZ2Q-0326-SM-9WG6N","adiposeSubcut","10.65"
"ENSG00000141736.13","GTEX-1GTWX-0226-SM-9YFLL","adiposeSubcut","15.24"
"ENSG00000141736.13","GTEX-1GPI7-0226-SM-9MQKB","adiposeSubcut","11.48"
"ENSG00000141736.13","GTEX-1GN73-0326-SM-9KNTW","adiposeSubcut","24.04"
"ENSG00000141736.13","GTEX-1GN2E-0326-SM-COH3C","adiposeSubcut","14.11"
"ENSG00000141736.13","GTEX-1GN1W-0626-SM-9MQK3","adiposeSubcut","20.28"
"ENSG00000141736.13","GTEX-1GN1V-0226-SM-9WYTN","adiposeSubcut","26.58"
"ENSG00000141736.13","GTEX-1GN1U-0226-SM-9YFLQ","adiposeSubcut","9.726"
"ENSG00000141736.13","GTEX-1GMRU-0226-SM-9YFLW","adiposeSubcut","12.64"
"ENSG00000141736.13","GTEX-1GMR8-0226-SM-9YFL3","adiposeSubcut","11.24"
"ENSG00000141736.13","GTEX-1GMR3-2026-SM-9MQLG","adiposeSubcut","10.92"
"ENSG00000141736.13","GTEX-1GMR2-2526-SM-9MQKW","adiposeSubcut","13.7"
"ENSG00000141736.13","GTEX-1GF9X-1926-SM-ADEIC","adiposeSubcut","17.48"
"ENSG00000141736.13","GTEX-1GF9V-0226-SM-9MQKA","adiposeSubcut","16.01"
"ENSG00000141736.13","GTEX-1FIGZ-1626-SM-7SB8L","adiposeSubcut","7.738"
"ENSG00000141736.13","GTEX-1F88F-2626-SM-9WG5K","adiposeSubcut","8.96"
"ENSG00000141736.13","GTEX-1F88E-0526-SM-7SB8J","adiposeSubcut","8.979"
"ENSG00000141736.13","GTEX-1F75W-0226-SM-9JGGP","adiposeSubcut","14.17"
"ENSG00000141736.13","GTEX-1F75I-0426-SM-7PC3S","adiposeSubcut","64.96"
"ENSG00000141736.13","GTEX-1F75A-0226-SM-7PC2K","adiposeSubcut","24.39"
"ENSG00000141736.13","GTEX-1F6RS-0226-SM-9MQKO","adiposeSubcut","10.17"
"ENSG00000141736.13","GTEX-1F6I4-0226-SM-9MQMA","adiposeSubcut","22.85"
"ENSG00000141736.13","GTEX-1F5PK-2526-SM-9MQKN","adiposeSubcut","7.459"
"ENSG00000141736.13","GTEX-1F52S-0226-SM-7SB7U","adiposeSubcut","15.46"
"ENSG00000141736.13","GTEX-1F48J-0226-SM-7SB82","adiposeSubcut","11.23"
"ENSG00000141736.13","GTEX-1EX96-1426-SM-7PBZ5","adiposeSubcut","11.6"
"ENSG00000141736.13","GTEX-1EWIQ-0226-SM-793D3","adiposeSubcut","15.61"
"ENSG00000141736.13","GTEX-1EU9M-0326-SM-7RHGF","adiposeSubcut","20.94"
"ENSG00000141736.13","GTEX-1EMGI-0226-SM-9MQL1","adiposeSubcut","23.92"
"ENSG00000141736.13","GTEX-1EKGG-0126-SM-9YFLS","adiposeSubcut","13.81"
"ENSG00000141736.13","GTEX-1EH9U-0226-SM-7PBY8","adiposeSubcut","22.38"
"ENSG00000141736.13","GTEX-1E2YA-0226-SM-9MQLY","adiposeSubcut","8.75"
"ENSG00000141736.13","GTEX-1E1VI-0226-SM-793CZ","adiposeSubcut","34.58"
"ENSG00000141736.13","GTEX-1CB4J-1126-SM-7PBY1","adiposeSubcut","10.99"
"ENSG00000141736.13","GTEX-1CB4I-0426-SM-7IGPR","adiposeSubcut","34.12"
"ENSG00000141736.13","GTEX-1CB4H-0326-SM-9WG5G","adiposeSubcut","8.908"
"ENSG00000141736.13","GTEX-1CB4G-0326-SM-7SB8R","adiposeSubcut","18.66"
"ENSG00000141736.13","GTEX-1CB4F-0526-SM-9KNW2","adiposeSubcut","31.19"
"ENSG00000141736.13","GTEX-1CB4E-1826-SM-7RHG8","adiposeSubcut","17.92"
"ENSG00000141736.13","GTEX-1CAMS-0326-SM-7PC35","adiposeSubcut","6.091"
"ENSG00000141736.13","GTEX-1CAMR-1826-SM-7MXUJ","adiposeSubcut","6.054"
"ENSG00000141736.13","GTEX-1CAMQ-0126-SM-7SB7S","adiposeSubcut","14.43"
"ENSG00000141736.13","GTEX-1C6WA-0226-SM-7IGPO","adiposeSubcut","25.74"
"ENSG00000141736.13","GTEX-1C6VS-0426-SM-79OJV","adiposeSubcut","12.19"
"ENSG00000141736.13","GTEX-1C6VR-2626-SM-7MGX2","adiposeSubcut","16.97"
"ENSG00000141736.13","GTEX-1C6VQ-0226-SM-7P8S5","adiposeSubcut","14"
"ENSG00000141736.13","GTEX-1C64O-0226-SM-73KXB","adiposeSubcut","16.77"
"ENSG00000141736.13","GTEX-1C4CL-0426-SM-7939N","adiposeSubcut","17.81"
"ENSG00000141736.13","GTEX-1C475-1926-SM-7DUFV","adiposeSubcut","18.02"
"ENSG00000141736.13","GTEX-1C2JI-2226-SM-7IGPJ","adiposeSubcut","9.123"
"ENSG00000141736.13","GTEX-1BAJH-0426-SM-73KWY","adiposeSubcut","38.54"
"ENSG00000141736.13","GTEX-1B996-0126-SM-7PBYF","adiposeSubcut","13.36"
"ENSG00000141736.13","GTEX-1B97I-1726-SM-7939V","adiposeSubcut","19.42"
"ENSG00000141736.13","GTEX-1B933-0526-SM-7EPHM","adiposeSubcut","33.96"
"ENSG00000141736.13","GTEX-1B932-0226-SM-7PBYH","adiposeSubcut","17.69"
"ENSG00000141736.13","GTEX-1B8SG-0226-SM-7939Q","adiposeSubcut","7.063"
"ENSG00000141736.13","GTEX-1B8SF-0526-SM-7939F","adiposeSubcut","26.18"
"ENSG00000141736.13","GTEX-1B8L1-2626-SM-7SB77","adiposeSubcut","34.56"
"ENSG00000141736.13","GTEX-1B8KZ-1926-SM-7DUG8","adiposeSubcut","16.22"
"ENSG00000141736.13","GTEX-1B8KE-2526-SM-73KYQ","adiposeSubcut","13.71"
"ENSG00000141736.13","GTEX-1AYD5-2326-SM-73KXF","adiposeSubcut","14.58"
"ENSG00000141736.13","GTEX-1AYCT-2226-SM-7SB98","adiposeSubcut","21.26"
"ENSG00000141736.13","GTEX-1AX9K-2426-SM-73KZ4","adiposeSubcut","19.15"
"ENSG00000141736.13","GTEX-1AX9J-0326-SM-73KXY","adiposeSubcut","14.78"
"ENSG00000141736.13","GTEX-1AX9I-0226-SM-7SB75","adiposeSubcut","14.52"
"ENSG00000141736.13","GTEX-1AMFI-2126-SM-731BT","adiposeSubcut","19.35"
"ENSG00000141736.13","GTEX-1AMEY-1426-SM-7939I","adiposeSubcut","7.975"
"ENSG00000141736.13","GTEX-1A8G7-0226-SM-731AS","adiposeSubcut","22.69"
"ENSG00000141736.13","GTEX-1A8G6-0526-SM-7PC1E","adiposeSubcut","18.01"
"ENSG00000141736.13","GTEX-1A8FM-0126-SM-7SB7P","adiposeSubcut","15.76"
"ENSG00000141736.13","GTEX-1A3MX-0226-SM-731C4","adiposeSubcut","22.02"
"ENSG00000141736.13","GTEX-1A3MW-0226-SM-7939O","adiposeSubcut","13.68"
"ENSG00000141736.13","GTEX-1A3MV-2126-SM-718BV","adiposeSubcut","12.89"
"ENSG00000141736.13","GTEX-1A32A-0226-SM-718B2","adiposeSubcut","13.07"
"ENSG00000141736.13","GTEX-18QFQ-0226-SM-731BQ","adiposeSubcut","11.08"
"ENSG00000141736.13","GTEX-18D9U-0726-SM-7LG5J","adiposeSubcut","21.21"
"ENSG00000141736.13","GTEX-18D9A-2026-SM-718BL","adiposeSubcut","11.85"
"ENSG00000141736.13","GTEX-18A7A-0326-SM-731AT","adiposeSubcut","12.97"
"ENSG00000141736.13","GTEX-18A6Q-0226-SM-718AS","adiposeSubcut","18.95"
"ENSG00000141736.13","GTEX-18A67-0226-SM-7LG67","adiposeSubcut","11.07"
"ENSG00000141736.13","GTEX-18A66-0326-SM-718BE","adiposeSubcut","7.588"
"ENSG00000141736.13","GTEX-18465-0226-SM-7LG5M","adiposeSubcut","17.9"
"ENSG00000141736.13","GTEX-183WM-0226-SM-7LT8T","adiposeSubcut","11.07"
"ENSG00000141736.13","GTEX-183FY-0326-SM-793BY","adiposeSubcut","15.52"
"ENSG00000141736.13","GTEX-17MFQ-1826-SM-7DHLS","adiposeSubcut","16.12"
"ENSG00000141736.13","GTEX-17MF6-0226-SM-7LG4G","adiposeSubcut","11.19"
"ENSG00000141736.13","GTEX-17KNJ-2226-SM-DKPOU","adiposeSubcut","24.53"
"ENSG00000141736.13","GTEX-17HII-0326-SM-7LG4X","adiposeSubcut","9.429"
"ENSG00000141736.13","GTEX-17HHY-0226-SM-793BQ","adiposeSubcut","18"
"ENSG00000141736.13","GTEX-17HHE-1926-SM-7EPGW","adiposeSubcut","9.066"
"ENSG00000141736.13","GTEX-17HGU-0326-SM-7DUER","adiposeSubcut","18.86"
"ENSG00000141736.13","GTEX-17HG3-2326-SM-79OKH","adiposeSubcut","17.15"
"ENSG00000141736.13","GTEX-17F9Y-0326-SM-7IGLS","adiposeSubcut","12.23"
"ENSG00000141736.13","GTEX-17F98-1126-SM-79OJS","adiposeSubcut","21.86"
"ENSG00000141736.13","GTEX-17F97-0426-SM-7LT9U","adiposeSubcut","17.92"
"ENSG00000141736.13","GTEX-17F96-1726-SM-7IGMB","adiposeSubcut","11.45"
"ENSG00000141736.13","GTEX-17EVP-0426-SM-79OKG","adiposeSubcut","16.11"
"ENSG00000141736.13","GTEX-17EUY-0526-SM-7EWDE","adiposeSubcut","16.69"
"ENSG00000141736.13","GTEX-16YQH-0226-SM-6PALD","adiposeSubcut","16.36"
"ENSG00000141736.13","GTEX-16XZZ-0226-SM-7MGVJ","adiposeSubcut","4.84"
"ENSG00000141736.13","GTEX-16XZY-2526-SM-7DHL2","adiposeSubcut","9.3"
"ENSG00000141736.13","GTEX-16NPX-0326-SM-7EWDI","adiposeSubcut","18.86"
"ENSG00000141736.13","GTEX-16NGA-1826-SM-7LG5L","adiposeSubcut","11.78"
"ENSG00000141736.13","GTEX-16MTA-2126-SM-6PALC","adiposeSubcut","9.101"
"ENSG00000141736.13","GTEX-16MT8-0526-SM-6PAM6","adiposeSubcut","7.584"
"ENSG00000141736.13","GTEX-16GPK-0226-SM-7DUFI","adiposeSubcut","15.87"
"ENSG00000141736.13","GTEX-16BQI-0526-SM-6PAM8","adiposeSubcut","10.68"
"ENSG00000141736.13","GTEX-16AAH-2026-SM-7LG5F","adiposeSubcut","36.19"
"ENSG00000141736.13","GTEX-169BO-1426-SM-9MQJT","adiposeSubcut","13.11"
"ENSG00000141736.13","GTEX-15UKP-0526-SM-7KFRO","adiposeSubcut","6.033"
"ENSG00000141736.13","GTEX-15SDE-2426-SM-7KFRC","adiposeSubcut","14.84"
"ENSG00000141736.13","GTEX-15RIE-2326-SM-7KFSC","adiposeSubcut","11"
"ENSG00000141736.13","GTEX-15G19-0226-SM-6PAL2","adiposeSubcut","16.75"
"ENSG00000141736.13","GTEX-15ETS-0426-SM-6PANI","adiposeSubcut","9.784"
"ENSG00000141736.13","GTEX-15ER7-0426-SM-6PAM3","adiposeSubcut","7.373"
"ENSG00000141736.13","GTEX-15DDE-0226-SM-6LLJ6","adiposeSubcut","14.52"
"ENSG00000141736.13","GTEX-15DCD-0226-SM-6LPKC","adiposeSubcut","14.12"
"ENSG00000141736.13","GTEX-15CHQ-0226-SM-6EU2S","adiposeSubcut","50.93"
"ENSG00000141736.13","GTEX-14PN3-2526-SM-6EU15","adiposeSubcut","6.805"
"ENSG00000141736.13","GTEX-14PK6-2026-SM-6LLHP","adiposeSubcut","21.94"
"ENSG00000141736.13","GTEX-14PJM-0326-SM-62LF2","adiposeSubcut","13.75"
"ENSG00000141736.13","GTEX-14PJ6-2226-SM-6LLIV","adiposeSubcut","10.36"
"ENSG00000141736.13","GTEX-14PJ4-2226-SM-6LLIS","adiposeSubcut","43.13"
"ENSG00000141736.13","GTEX-14PJ3-1926-SM-62LEY","adiposeSubcut","13.51"
"ENSG00000141736.13","GTEX-14PJ2-0226-SM-6LLH4","adiposeSubcut","19.83"
"ENSG00000141736.13","GTEX-14PII-0326-SM-6LLIQ","adiposeSubcut","16.96"
"ENSG00000141736.13","GTEX-14PHX-2426-SM-62LEN","adiposeSubcut","8.754"
"ENSG00000141736.13","GTEX-14LLW-0226-SM-62LEL","adiposeSubcut","8.025"
"ENSG00000141736.13","GTEX-14JIY-0526-SM-62LFH","adiposeSubcut","16.97"
"ENSG00000141736.13","GTEX-14JG6-2326-SM-6LLH3","adiposeSubcut","18.47"
"ENSG00000141736.13","GTEX-14JG1-0526-SM-6LLHW","adiposeSubcut","13.78"
"ENSG00000141736.13","GTEX-14ICL-2026-SM-62LDN","adiposeSubcut","7.66"
"ENSG00000141736.13","GTEX-14ICK-0326-SM-6LLIZ","adiposeSubcut","8.159"
"ENSG00000141736.13","GTEX-14H4A-1026-SM-62LDY","adiposeSubcut","39.63"
"ENSG00000141736.13","GTEX-14E6E-1926-SM-664N4","adiposeSubcut","13"
"ENSG00000141736.13","GTEX-14E6D-0226-SM-62LDW","adiposeSubcut","11.16"
"ENSG00000141736.13","GTEX-14E6C-0226-SM-5S2N3","adiposeSubcut","5.002"
"ENSG00000141736.13","GTEX-14E1K-2126-SM-793DU","adiposeSubcut","16.62"
"ENSG00000141736.13","GTEX-14DAR-1926-SM-5S2NQ","adiposeSubcut","8.857"
"ENSG00000141736.13","GTEX-14DAQ-0226-SM-664MQ","adiposeSubcut","16.02"
"ENSG00000141736.13","GTEX-14C5O-0226-SM-5SI6O","adiposeSubcut","27.49"
"ENSG00000141736.13","GTEX-14C39-2526-SM-5S2UH","adiposeSubcut","7.306"
"ENSG00000141736.13","GTEX-14BMV-0226-SM-5S2N2","adiposeSubcut","19.93"
"ENSG00000141736.13","GTEX-14BMU-2126-SM-5S2TS","adiposeSubcut","9.496"
"ENSG00000141736.13","GTEX-14BIN-0726-SM-793DQ","adiposeSubcut","15.76"
"ENSG00000141736.13","GTEX-14BIL-0226-SM-5SI9E","adiposeSubcut","13.78"
"ENSG00000141736.13","GTEX-14AS3-2026-SM-5TDD9","adiposeSubcut","14.63"
"ENSG00000141736.13","GTEX-14ABY-0326-SM-5TDDK","adiposeSubcut","24.12"
"ENSG00000141736.13","GTEX-14A5H-0526-SM-5TDCN","adiposeSubcut","9.062"
"ENSG00000141736.13","GTEX-1497J-2326-SM-5NQBK","adiposeSubcut","15.99"
"ENSG00000141736.13","GTEX-148VI-1726-SM-5S2W9","adiposeSubcut","16.92"
"ENSG00000141736.13","GTEX-147JS-0426-SM-5TDD2","adiposeSubcut","18.41"
"ENSG00000141736.13","GTEX-147GR-0426-SM-5S2OL","adiposeSubcut","27.05"
"ENSG00000141736.13","GTEX-147F3-0626-SM-5NQ9I","adiposeSubcut","7.286"
"ENSG00000141736.13","GTEX-14753-0326-SM-5QGQB","adiposeSubcut","20.2"
"ENSG00000141736.13","GTEX-146FR-1826-SM-5QGPF","adiposeSubcut","17.74"
"ENSG00000141736.13","GTEX-146FQ-0226-SM-5NQAL","adiposeSubcut","13.33"
"ENSG00000141736.13","GTEX-146FH-0226-SM-5QGPQ","adiposeSubcut","11.14"
"ENSG00000141736.13","GTEX-145MO-0426-SM-5QGP6","adiposeSubcut","10.18"
"ENSG00000141736.13","GTEX-145MN-2626-SM-5NQAH","adiposeSubcut","17.46"
"ENSG00000141736.13","GTEX-145MI-0426-SM-5O99V","adiposeSubcut","24.76"
"ENSG00000141736.13","GTEX-145MG-0126-SM-5TDDA","adiposeSubcut","29.26"
"ENSG00000141736.13","GTEX-145MF-0526-SM-5LUA6","adiposeSubcut","33.51"
"ENSG00000141736.13","GTEX-145ME-1926-SM-5MR6T","adiposeSubcut","5.248"
"ENSG00000141736.13","GTEX-145LT-1826-SM-5QGP4","adiposeSubcut","10.14"
"ENSG00000141736.13","GTEX-145LS-0226-SM-5O9A5","adiposeSubcut","16.84"
"ENSG00000141736.13","GTEX-144GO-1626-SM-7EPG5","adiposeSubcut","14.7"
"ENSG00000141736.13","GTEX-144GM-1926-SM-5LUAN","adiposeSubcut","7.299"
"ENSG00000141736.13","GTEX-144GL-0226-SM-5QGOX","adiposeSubcut","23.19"
"ENSG00000141736.13","GTEX-144FL-0226-SM-5Q5D4","adiposeSubcut","10.47"
"ENSG00000141736.13","GTEX-13YAN-0426-SM-5O9DR","adiposeSubcut","14.05"
"ENSG00000141736.13","GTEX-13X6K-0226-SM-5QGPB","adiposeSubcut","8.623"
"ENSG00000141736.13","GTEX-13X6J-0226-SM-7EPGC","adiposeSubcut","15"
"ENSG00000141736.13","GTEX-13W3W-2526-SM-5SI9P","adiposeSubcut","12.72"
"ENSG00000141736.13","GTEX-13VXU-0226-SM-5SI9R","adiposeSubcut","17.2"
"ENSG00000141736.13","GTEX-13VXT-0226-SM-5LU9Q","adiposeSubcut","7.232"
"ENSG00000141736.13","GTEX-13U4I-0226-SM-5SIB1","adiposeSubcut","23.09"
"ENSG00000141736.13","GTEX-13SLX-0426-SM-5QGRC","adiposeSubcut","16.68"
"ENSG00000141736.13","GTEX-13SLW-0226-SM-5S2NA","adiposeSubcut","12.77"
"ENSG00000141736.13","GTEX-13S7M-0226-SM-5S2UG","adiposeSubcut","12.05"
"ENSG00000141736.13","GTEX-13RTJ-2526-SM-5S2Q3","adiposeSubcut","9.152"
"ENSG00000141736.13","GTEX-13QJ3-0426-SM-5RQHP","adiposeSubcut","31.41"
"ENSG00000141736.13","GTEX-13QBU-2526-SM-5LU4X","adiposeSubcut","12.11"
"ENSG00000141736.13","GTEX-13PVR-2426-SM-5RQHN","adiposeSubcut","25.02"
"ENSG00000141736.13","GTEX-13PVQ-0226-SM-5SIBG","adiposeSubcut","12.18"
"ENSG00000141736.13","GTEX-13PLJ-0126-SM-5L3HU","adiposeSubcut","21.38"
"ENSG00000141736.13","GTEX-13PDP-0226-SM-5K7W9","adiposeSubcut","8.012"
"ENSG00000141736.13","GTEX-13OW8-1226-SM-5K7XD","adiposeSubcut","12.89"
"ENSG00000141736.13","GTEX-13OW7-0226-SM-5MR3N","adiposeSubcut","26.78"
"ENSG00000141736.13","GTEX-13OW6-0526-SM-5L3HY","adiposeSubcut","36.91"
"ENSG00000141736.13","GTEX-13OVL-0326-SM-5IJCS","adiposeSubcut","26.12"
"ENSG00000141736.13","GTEX-13OVK-2126-SM-6PAN1","adiposeSubcut","20.25"
"ENSG00000141736.13","GTEX-13OVJ-0326-SM-5L3GL","adiposeSubcut","12.15"
"ENSG00000141736.13","GTEX-13OVI-1326-SM-5IJBO","adiposeSubcut","20.56"
"ENSG00000141736.13","GTEX-13O61-2426-SM-5J1NV","adiposeSubcut","8.447"
"ENSG00000141736.13","GTEX-13O3Q-2326-SM-5KM3G","adiposeSubcut","19.86"
"ENSG00000141736.13","GTEX-13O3P-0226-SM-5KM3Z","adiposeSubcut","8.613"
"ENSG00000141736.13","GTEX-13O21-1526-SM-5K7W4","adiposeSubcut","13.8"
"ENSG00000141736.13","GTEX-13O1R-0226-SM-5K7U5","adiposeSubcut","7.094"
"ENSG00000141736.13","GTEX-13NZB-2426-SM-5K7UF","adiposeSubcut","11.64"
"ENSG00000141736.13","GTEX-13NZA-0126-SM-5K7UH","adiposeSubcut","11.15"
"ENSG00000141736.13","GTEX-13NZ9-0526-SM-5J1OX","adiposeSubcut","20.72"
"ENSG00000141736.13","GTEX-13NZ8-0926-SM-5MR3U","adiposeSubcut","10.45"
"ENSG00000141736.13","GTEX-13NYS-0226-SM-5MR49","adiposeSubcut","9.738"
"ENSG00000141736.13","GTEX-13NYB-2626-SM-9YFMI","adiposeSubcut","28.4"
"ENSG00000141736.13","GTEX-13N2G-2726-SM-5J1MG","adiposeSubcut","13.57"
"ENSG00000141736.13","GTEX-13N1W-0226-SM-5K7W6","adiposeSubcut","17.84"
"ENSG00000141736.13","GTEX-13N11-2626-SM-5K7UQ","adiposeSubcut","36.4"
"ENSG00000141736.13","GTEX-13JVG-0226-SM-5J1MW","adiposeSubcut","8.607"
"ENSG00000141736.13","GTEX-13JUV-2826-SM-5LZWU","adiposeSubcut","24.86"
"ENSG00000141736.13","GTEX-13IVO-0226-SM-5LZXU","adiposeSubcut","15.36"
"ENSG00000141736.13","GTEX-13G51-2626-SM-5LZYW","adiposeSubcut","21.76"
"ENSG00000141736.13","GTEX-13FTY-0626-SM-5L3F8","adiposeSubcut","17.42"
"ENSG00000141736.13","GTEX-13FTW-2526-SM-5IJC8","adiposeSubcut","16.78"
"ENSG00000141736.13","GTEX-13FHP-0226-SM-5K7WD","adiposeSubcut","13.44"
"ENSG00000141736.13","GTEX-13FHO-0326-SM-5IJBH","adiposeSubcut","15.69"
